
Name,ElapsedTime,NumGestures,NumPoses,NumTotalRestrictions,NumTotalNegatedRestrictions,NumTotalTransforms, NumTotalTransformedJoints,NumSteps,NumConflicts
ballet,10,16,10,0,53,49,44,44,515

NameG1*NameG2,NumPosesG1,NumRestrictionsG1,NumNegatedRestrictionsG1,NumTransformsG1,NumStepsG1,NumDistinctJointsG1,NumPosesG2,NumRestrictionsG2,NumNegatedRestrictionsG2,NumTransformsG2,NumStepsG2,NumDistinctJointsG2,Conflict,NumPivots,ElapsedTime
parting-the-wild-horses-mane*white-crane-spread-wings,8,4,2,17,12,9,3,8,1,4,3,4,True,0,-1
parting-the-wild-horses-mane*brush-knee,8,4,2,17,12,9,12,7,0,46,12,6,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-11,8,4,2,17,12,9,1,0,0,4,11,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-10,8,4,2,17,12,9,1,0,0,4,10,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-9,8,4,2,17,12,9,1,0,0,4,9,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-8,8,4,2,17,12,9,1,0,0,4,8,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-7,8,4,2,17,12,9,1,0,0,4,7,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-6,8,4,2,17,12,9,1,0,0,4,6,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-5,8,4,2,17,12,9,1,0,0,4,5,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-4,8,4,2,17,12,9,1,0,0,4,4,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-3,8,4,2,17,12,9,1,0,0,4,3,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-2,8,4,2,17,12,9,1,0,0,4,2,4,True,0,-1
parting-the-wild-horses-mane*brush-knee-manual-interpolation-1,8,4,2,17,12,9,1,0,0,4,1,4,True,0,-1
parting-the-wild-horses-mane*play-the-lute,8,4,2,17,12,9,2,1,0,8,2,5,True,0,-1
white-crane-spread-wings*brush-knee,3,8,1,4,3,4,12,7,0,46,12,6,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-11,3,8,1,4,3,4,1,0,0,4,11,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-10,3,8,1,4,3,4,1,0,0,4,10,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-9,3,8,1,4,3,4,1,0,0,4,9,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-8,3,8,1,4,3,4,1,0,0,4,8,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-7,3,8,1,4,3,4,1,0,0,4,7,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-6,3,8,1,4,3,4,1,0,0,4,6,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-5,3,8,1,4,3,4,1,0,0,4,5,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-4,3,8,1,4,3,4,1,0,0,4,4,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-3,3,8,1,4,3,4,1,0,0,4,3,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-2,3,8,1,4,3,4,1,0,0,4,2,4,True,0,-1
white-crane-spread-wings*brush-knee-manual-interpolation-1,3,8,1,4,3,4,1,0,0,4,1,4,True,8,107
white-crane-spread-wings*play-the-lute,3,8,1,4,3,4,2,1,0,8,2,5,True,8,83
brush-knee*brush-knee-manual-interpolation-11,12,7,0,46,12,6,1,0,0,4,11,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-10,12,7,0,46,12,6,1,0,0,4,10,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-9,12,7,0,46,12,6,1,0,0,4,9,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-8,12,7,0,46,12,6,1,0,0,4,8,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-7,12,7,0,46,12,6,1,0,0,4,7,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-6,12,7,0,46,12,6,1,0,0,4,6,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-5,12,7,0,46,12,6,1,0,0,4,5,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-4,12,7,0,46,12,6,1,0,0,4,4,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-3,12,7,0,46,12,6,1,0,0,4,3,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-2,12,7,0,46,12,6,1,0,0,4,2,4,True,0,-1
brush-knee*brush-knee-manual-interpolation-1,12,7,0,46,12,6,1,0,0,4,1,4,True,0,-1
brush-knee*play-the-lute,12,7,0,46,12,6,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-10,1,0,0,4,11,4,1,0,0,4,10,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-9,1,0,0,4,11,4,1,0,0,4,9,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-8,1,0,0,4,11,4,1,0,0,4,8,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-7,1,0,0,4,11,4,1,0,0,4,7,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-6,1,0,0,4,11,4,1,0,0,4,6,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-5,1,0,0,4,11,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-4,1,0,0,4,11,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-3,1,0,0,4,11,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-2,1,0,0,4,11,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-11*brush-knee-manual-interpolation-1,1,0,0,4,11,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-11*play-the-lute,1,0,0,4,11,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-9,1,0,0,4,10,4,1,0,0,4,9,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-8,1,0,0,4,10,4,1,0,0,4,8,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-7,1,0,0,4,10,4,1,0,0,4,7,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-6,1,0,0,4,10,4,1,0,0,4,6,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-5,1,0,0,4,10,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-4,1,0,0,4,10,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-3,1,0,0,4,10,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-2,1,0,0,4,10,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-10*brush-knee-manual-interpolation-1,1,0,0,4,10,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-10*play-the-lute,1,0,0,4,10,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-8,1,0,0,4,9,4,1,0,0,4,8,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-7,1,0,0,4,9,4,1,0,0,4,7,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-6,1,0,0,4,9,4,1,0,0,4,6,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-5,1,0,0,4,9,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-4,1,0,0,4,9,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-3,1,0,0,4,9,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-2,1,0,0,4,9,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-9*brush-knee-manual-interpolation-1,1,0,0,4,9,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-9*play-the-lute,1,0,0,4,9,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-7,1,0,0,4,8,4,1,0,0,4,7,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-6,1,0,0,4,8,4,1,0,0,4,6,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-5,1,0,0,4,8,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-4,1,0,0,4,8,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-3,1,0,0,4,8,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-2,1,0,0,4,8,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-8*brush-knee-manual-interpolation-1,1,0,0,4,8,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-8*play-the-lute,1,0,0,4,8,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-6,1,0,0,4,7,4,1,0,0,4,6,4,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-5,1,0,0,4,7,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-4,1,0,0,4,7,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-3,1,0,0,4,7,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-2,1,0,0,4,7,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-7*brush-knee-manual-interpolation-1,1,0,0,4,7,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-7*play-the-lute,1,0,0,4,7,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-6*brush-knee-manual-interpolation-5,1,0,0,4,6,4,1,0,0,4,5,4,True,0,-1
brush-knee-manual-interpolation-6*brush-knee-manual-interpolation-4,1,0,0,4,6,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-6*brush-knee-manual-interpolation-3,1,0,0,4,6,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-6*brush-knee-manual-interpolation-2,1,0,0,4,6,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-6*brush-knee-manual-interpolation-1,1,0,0,4,6,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-6*play-the-lute,1,0,0,4,6,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-5*brush-knee-manual-interpolation-4,1,0,0,4,5,4,1,0,0,4,4,4,True,0,-1
brush-knee-manual-interpolation-5*brush-knee-manual-interpolation-3,1,0,0,4,5,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-5*brush-knee-manual-interpolation-2,1,0,0,4,5,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-5*brush-knee-manual-interpolation-1,1,0,0,4,5,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-5*play-the-lute,1,0,0,4,5,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-4*brush-knee-manual-interpolation-3,1,0,0,4,4,4,1,0,0,4,3,4,True,0,-1
brush-knee-manual-interpolation-4*brush-knee-manual-interpolation-2,1,0,0,4,4,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-4*brush-knee-manual-interpolation-1,1,0,0,4,4,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-4*play-the-lute,1,0,0,4,4,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-3*brush-knee-manual-interpolation-2,1,0,0,4,3,4,1,0,0,4,2,4,True,0,-1
brush-knee-manual-interpolation-3*brush-knee-manual-interpolation-1,1,0,0,4,3,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-3*play-the-lute,1,0,0,4,3,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-2*brush-knee-manual-interpolation-1,1,0,0,4,2,4,1,0,0,4,1,4,True,0,-1
brush-knee-manual-interpolation-2*play-the-lute,1,0,0,4,2,4,2,1,0,8,2,5,True,0,-1
brush-knee-manual-interpolation-1*play-the-lute,1,0,0,4,1,4,2,1,0,8,2,5,True,0,3

Name,ElapsedTime,NumGestures,NumPoses,NumTotalRestrictions,NumTotalNegatedRestrictions,NumTotalTransforms, NumTotalTransformedJoints,NumSteps,NumConflicts
sample-gesture-app,1,3,3,0,0,0,15,0,0

NameG1*NameG2,NumPosesG1,NumRestrictionsG1,NumNegatedRestrictionsG1,NumTransformsG1,NumStepsG1,NumDistinctJointsG1,NumPosesG2,NumRestrictionsG2,NumNegatedRestrictionsG2,NumTransformsG2,NumStepsG2,NumDistinctJointsG2,Conflict,NumPivots,ElapsedTime

Name,ElapsedTime,NumGestures,NumPoses,NumTotalRestrictions,NumTotalNegatedRestrictions,NumTotalTransforms, NumTotalTransformedJoints,NumSteps,NumConflicts
therapy,11,28,6,0,77,42,68,55,14022

NameG1*NameG2,NumPosesG1,NumRestrictionsG1,NumNegatedRestrictionsG1,NumTransformsG1,NumStepsG1,NumDistinctJointsG1,NumPosesG2,NumRestrictionsG2,NumNegatedRestrictionsG2,NumTransformsG2,NumStepsG2,NumDistinctJointsG2,Conflict,NumPivots,ElapsedTime
pendulum*crossover-left-arm-stretch,6,0,0,16,10,6,2,1,0,6,2,4,True,5,10
pendulum*crossover-right-arm-stretch,6,0,0,16,10,6,1,1,0,2,2,2,True,7,29
pendulum*passive-external-rotation,6,0,0,16,10,6,2,0,0,8,4,4,True,0,1
pendulum*elbows-flexion,6,0,0,16,10,6,2,0,0,4,4,4,True,0,1
pendulum*elbows-extension,6,0,0,16,10,6,2,2,0,6,4,3,True,7,30
pendulum*head-rolls,6,0,0,16,10,6,4,0,0,4,12,1,True,0,1
pendulum*standing-quadriceps-stretch,6,0,0,16,10,6,3,2,0,5,4,4,True,12,66
pendulum*half-squats,6,0,0,16,10,6,2,0,0,18,4,10,True,0,1
pendulum*shoulder-abduction,6,0,0,16,10,6,3,0,0,6,11,2,True,0,1
pendulum*shoulder-adduction,6,0,0,16,10,6,1,0,0,2,11,2,True,0,1
crossover-left-arm-stretch*crossover-right-arm-stretch,2,1,0,6,2,4,1,1,0,2,2,2,True,15,5252
crossover-left-arm-stretch*passive-external-rotation,2,1,0,6,2,4,2,0,0,8,4,4,True,7,13
crossover-left-arm-stretch*elbows-flexion,2,1,0,6,2,4,2,0,0,4,4,4,True,7,9
crossover-left-arm-stretch*elbows-extension,2,1,0,6,2,4,2,2,0,6,4,3,True,15,201
crossover-left-arm-stretch*head-rolls,2,1,0,6,2,4,4,0,0,4,12,1,True,8,13
crossover-left-arm-stretch*standing-quadriceps-stretch,2,1,0,6,2,4,3,2,0,5,4,4,True,18,54
crossover-left-arm-stretch*half-squats,2,1,0,6,2,4,2,0,0,18,4,10,True,8,11
crossover-left-arm-stretch*shoulder-abduction,2,1,0,6,2,4,3,0,0,6,11,2,True,5,8
crossover-left-arm-stretch*shoulder-adduction,2,1,0,6,2,4,1,0,0,2,11,2,True,7,8
crossover-right-arm-stretch*passive-external-rotation,1,1,0,2,2,2,2,0,0,8,4,4,True,8,16
crossover-right-arm-stretch*elbows-flexion,1,1,0,2,2,2,2,0,0,4,4,4,True,7,19
crossover-right-arm-stretch*elbows-extension,1,1,0,2,2,2,2,2,0,6,4,3,True,40,64
crossover-right-arm-stretch*head-rolls,1,1,0,2,2,2,4,0,0,4,12,1,True,8,16
crossover-right-arm-stretch*standing-quadriceps-stretch,1,1,0,2,2,2,3,2,0,5,4,4,True,19,1966
crossover-right-arm-stretch*half-squats,1,1,0,2,2,2,2,0,0,18,4,10,True,7,30
crossover-right-arm-stretch*shoulder-abduction,1,1,0,2,2,2,3,0,0,6,11,2,True,7,32
crossover-right-arm-stretch*shoulder-adduction,1,1,0,2,2,2,1,0,0,2,11,2,True,7,20
passive-external-rotation*elbows-flexion,2,0,0,8,4,4,2,0,0,4,4,4,True,0,3
passive-external-rotation*elbows-extension,2,0,0,8,4,4,2,2,0,6,4,3,True,7,37
passive-external-rotation*head-rolls,2,0,0,8,4,4,4,0,0,4,12,1,True,0,1
passive-external-rotation*standing-quadriceps-stretch,2,0,0,8,4,4,3,2,0,5,4,4,True,13,74
passive-external-rotation*half-squats,2,0,0,8,4,4,2,0,0,18,4,10,True,0,1
passive-external-rotation*shoulder-abduction,2,0,0,8,4,4,3,0,0,6,11,2,True,0,1
passive-external-rotation*shoulder-adduction,2,0,0,8,4,4,1,0,0,2,11,2,True,0,1
elbows-flexion*elbows-extension,2,0,0,4,4,4,2,2,0,6,4,3,True,8,20
elbows-flexion*head-rolls,2,0,0,4,4,4,4,0,0,4,12,1,True,0,1
elbows-flexion*standing-quadriceps-stretch,2,0,0,4,4,4,3,2,0,5,4,4,True,10,73
elbows-flexion*half-squats,2,0,0,4,4,4,2,0,0,18,4,10,True,0,1
elbows-flexion*shoulder-abduction,2,0,0,4,4,4,3,0,0,6,11,2,True,0,1
elbows-flexion*shoulder-adduction,2,0,0,4,4,4,1,0,0,2,11,2,True,0,0
elbows-extension*head-rolls,2,2,0,6,4,3,4,0,0,4,12,1,True,7,29
elbows-extension*standing-quadriceps-stretch,2,2,0,6,4,3,3,2,0,5,4,4,True,0,-1
elbows-extension*half-squats,2,2,0,6,4,3,2,0,0,18,4,10,True,7,27
elbows-extension*shoulder-abduction,2,2,0,6,4,3,3,0,0,6,11,2,True,7,24
elbows-extension*shoulder-adduction,2,2,0,6,4,3,1,0,0,2,11,2,True,7,23
head-rolls*standing-quadriceps-stretch,4,0,0,4,12,1,3,2,0,5,4,4,True,11,83
head-rolls*half-squats,4,0,0,4,12,1,2,0,0,18,4,10,True,0,1
head-rolls*shoulder-abduction,4,0,0,4,12,1,3,0,0,6,11,2,True,0,1
head-rolls*shoulder-adduction,4,0,0,4,12,1,1,0,0,2,11,2,True,0,1
standing-quadriceps-stretch*half-squats,3,2,0,5,4,4,2,0,0,18,4,10,True,11,66
standing-quadriceps-stretch*shoulder-abduction,3,2,0,5,4,4,3,0,0,6,11,2,True,11,76
standing-quadriceps-stretch*shoulder-adduction,3,2,0,5,4,4,1,0,0,2,11,2,True,11,53
half-squats*shoulder-abduction,2,0,0,18,4,10,3,0,0,6,11,2,True,0,1
half-squats*shoulder-adduction,2,0,0,18,4,10,1,0,0,2,11,2,True,0,1
shoulder-abduction*shoulder-adduction,3,0,0,6,11,2,1,0,0,2,11,2,True,0,0
